# LAMMPS data file

200 atoms
1 atom types

-9.858 9.858 xlo xhi
-9.858 9.858 ylo yhi
-9.858 9.858 zlo zhi

Atoms

1 1 -0.839 -3.734 -2.957 
2 1 -1.997 -7.843 4.546 
3 1 -0.139 1.476 -8.218 
4 1 -3.471 -6.341 -6.219 
5 1 -4.112 -3.889 -3.829 
6 1 -4.793 -5.472 -0.042 
7 1 8.327 -5.383 -7.505 
8 1 -4.317 4.528 -4.115 
9 1 -7.498 8.494 0.243 
10 1 4.904 -3.181 4.118 
11 1 1.776 -0.740 2.321 
12 1 1.970 -7.104 0.181 
13 1 -1.990 -1.325 -8.744 
14 1 -7.711 -3.005 -4.929 
15 1 -7.345 3.729 -1.411 
16 1 9.220 -5.494 -3.104 
17 1 -7.332 -7.672 8.139 
18 1 -6.548 -2.133 -0.520 
19 1 -8.331 -0.082 -3.113 
20 1 9.355 -2.535 4.256 
21 1 4.831 4.185 0.634 
22 1 -3.381 -8.680 -9.156 
23 1 4.922 7.947 0.060 
24 1 -0.916 -9.129 -5.330 
25 1 -4.785 -9.496 -6.411 
26 1 -6.719 9.039 -9.083 
27 1 -3.916 9.382 6.651 
28 1 7.187 -8.319 1.495 
29 1 -6.111 -4.750 4.921 
30 1 5.321 9.458 -4.481 
31 1 -4.381 -1.639 2.286 
32 1 1.978 2.376 1.386 
33 1 7.175 6.351 4.573 
34 1 0.765 -1.632 6.248 
35 1 -2.188 7.911 -7.290 
36 1 -3.416 2.285 -9.422 
37 1 0.843 5.798 2.686 
38 1 1.443 5.618 -4.289 
39 1 8.432 4.961 -4.074 
40 1 1.058 -9.658 -2.314 
41 1 -3.976 -6.905 7.663 
42 1 5.613 2.884 -2.217 
43 1 1.331 -3.959 0.058 
44 1 -6.891 1.406 -6.799 
45 1 7.392 -9.549 -7.792 
46 1 8.076 -6.341 8.465 
47 1 2.948 -7.712 -5.797 
48 1 -9.540 -1.360 -7.126 
49 1 2.335 -2.291 -3.232 
50 1 7.545 -4.779 1.356 
51 1 0.085 -8.788 -8.597 
52 1 6.522 -0.432 5.064 
53 1 4.618 0.578 1.817 
54 1 -0.101 -5.699 -5.958 
55 1 -9.713 1.510 -8.822 
56 1 -7.299 -6.245 -5.550 
57 1 8.806 1.348 -1.478 
58 1 8.820 -2.904 -9.403 
59 1 9.838 -9.370 6.632 
60 1 4.973 -0.212 -4.955 
61 1 3.843 7.542 4.335 
62 1 -5.430 1.979 6.919 
63 1 -2.758 -4.591 4.506 
64 1 0.771 5.710 7.165 
65 1 0.896 8.627 5.459 
66 1 4.534 4.491 -8.817 
67 1 6.489 2.843 6.445 
68 1 1.427 -1.984 9.504 
69 1 -2.014 6.745 4.763 
70 1 -1.145 8.592 9.041 
71 1 7.038 3.134 2.965 
72 1 -7.974 -4.561 -8.320 
73 1 3.913 8.670 7.627 
74 1 3.222 0.803 4.653 
75 1 -6.357 9.629 -3.178 
76 1 3.568 -9.566 2.237 
77 1 -6.554 2.798 9.842 
78 1 0.794 -1.678 -6.469 
79 1 0.689 -5.329 6.624 
80 1 3.744 -5.243 7.053 
81 1 -8.423 -9.272 -6.749 
82 1 -9.496 -6.888 4.639 
83 1 8.749 -2.487 -0.971 
84 1 -1.140 4.699 -9.347 
85 1 -1.301 6.432 -2.095 
86 1 -3.472 3.287 -0.117 
87 1 -2.728 6.252 0.911 
88 1 4.164 3.631 4.399 
89 1 -9.779 -7.562 0.157 
90 1 1.347 1.345 -5.053 
91 1 -6.946 8.319 7.353 
92 1 1.017 7.334 -8.157 
93 1 -5.372 1.461 -3.083 
94 1 -5.705 -3.932 8.181 
95 1 -1.984 -3.675 0.384 
96 1 1.748 7.390 -0.287 
97 1 -3.208 -1.076 -1.188 
98 1 8.240 8.694 0.085 
99 1 -0.593 -8.151 7.679 
100 1 -8.562 -3.941 1.211 
101 1 -1.484 2.849 -3.303 
102 1 0.965 -7.484 3.755 
103 1 8.054 -0.812 -3.769 
104 1 2.329 -5.665 -2.864 
105 1 -8.661 -0.709 1.939 
106 1 5.043 6.159 -2.611 
107 1 7.828 4.949 -0.645 
108 1 2.015 8.566 -5.540 
109 1 -5.003 4.842 -7.674 
110 1 -1.888 -7.351 1.309 
111 1 4.409 -0.079 7.593 
112 1 5.589 -3.866 -3.018 
113 1 -1.909 3.779 3.360 
114 1 -1.554 -5.567 -9.137 
115 1 -7.381 3.857 -4.808 
116 1 4.401 4.349 -5.118 
117 1 -1.526 0.512 1.677 
118 1 1.706 -6.238 9.796 
119 1 6.740 -3.084 7.163 
120 1 -2.286 1.103 4.845 
121 1 -5.265 6.175 5.295 
122 1 -3.039 7.902 -4.215 
123 1 2.926 0.330 -1.398 
124 1 4.623 -3.278 0.519 
125 1 6.754 -6.659 5.138 
126 1 -2.038 9.638 -0.962 
127 1 9.517 1.120 4.622 
128 1 -8.764 -8.353 -2.767 
129 1 1.349 -4.170 3.666 
130 1 -9.257 -4.328 7.157 
131 1 -7.746 5.956 -9.855 
132 1 7.578 4.445 -9.718 
133 1 7.709 -9.706 -2.669 
134 1 -4.142 -1.405 6.239 
135 1 -9.667 4.278 -7.277 
136 1 -9.559 6.046 1.265 
137 1 -1.365 -6.916 -2.587 
138 1 -0.792 9.084 2.166 
139 1 -0.354 3.720 -0.266 
140 1 -2.171 -3.247 7.910 
141 1 4.204 5.448 7.494 
142 1 -5.222 -1.247 -6.194 
143 1 3.172 -3.828 -7.165 
144 1 -4.408 -3.862 -7.898 
145 1 -1.421 -0.566 -4.239 
146 1 2.067 2.500 9.328 
147 1 -6.154 1.184 1.207 
148 1 -8.817 7.035 -2.428 
149 1 -9.427 -7.693 -9.151 
150 1 -4.354 6.249 8.466 
151 1 5.940 -0.748 -1.334 
152 1 -6.744 6.708 -5.810 
153 1 3.691 0.061 -7.997 
154 1 0.012 -1.055 -0.924 
155 1 -6.649 5.342 1.612 
156 1 6.451 -9.065 8.439 
157 1 1.515 4.159 -7.189 
158 1 9.733 7.085 6.763 
159 1 -4.365 9.851 2.623 
160 1 8.640 -0.677 7.719 
161 1 6.588 9.717 4.627 
162 1 9.597 8.347 -5.193 
163 1 5.126 -7.660 -0.889 
164 1 -6.907 -7.085 1.907 
165 1 -6.214 -8.647 4.845 
166 1 9.425 7.861 -8.890 
167 1 7.468 -1.352 1.835 
168 1 7.061 -7.025 -5.113 
169 1 0.475 2.750 5.538 
170 1 6.770 2.754 -6.169 
171 1 -5.753 -6.914 -8.942 
172 1 -5.286 -8.902 -0.281 
173 1 3.881 9.645 -8.382 
174 1 -7.480 -5.383 -2.031 
175 1 -9.466 3.567 8.100 
176 1 -7.872 -0.883 7.935 
177 1 6.439 -3.049 -6.135 
178 1 -7.580 7.793 3.479 
179 1 9.474 9.687 3.255 
180 1 6.715 1.070 -9.523 
181 1 -4.510 -7.350 -2.996 
182 1 5.424 -2.806 -9.685 
183 1 5.873 6.899 -6.902 
184 1 -9.439 2.414 1.396 
185 1 -8.671 4.627 4.358 
186 1 -6.952 -0.293 4.609 
187 1 2.599 3.738 -2.020 
188 1 -5.504 3.135 3.760 
189 1 -5.332 -0.246 -9.322 
190 1 3.917 -6.247 2.877 
191 1 -1.200 -1.929 3.557 
192 1 6.934 7.216 8.462 
193 1 -2.346 4.034 6.922 
194 1 -5.228 6.649 -1.524 
195 1 9.695 1.911 -4.941 
196 1 5.171 -7.073 -8.331 
197 1 3.231 -8.485 5.771 
198 1 -3.078 1.585 -6.063 
199 1 -1.105 0.745 8.371 
200 1 -1.330 5.215 -6.035 
