# LAMMPS data file 

20 atoms
1 atom types

-15.000 15.000 xlo xhi
-15.000 15.000 ylo yhi
-15.000 15.000 zlo zhi

Atoms

1 1 1 0.000 -3.554 -4.042 -1.455 
2 1 1 0.000 0.364 2.424 -6.533 
3 1 1 0.000 12.481 -9.913 -1.167 
4 1 1 0.000 4.921 5.064 -6.067 
5 1 1 0.000 5.584 3.725 -7.494 
6 1 1 0.000 -9.099 1.522 -11.758 
7 1 1 0.000 4.083 5.170 -10.377 
8 1 1 0.000 2.259 2.668 -10.249 
9 1 1 0.000 3.615 4.854 8.793 
10 1 1 0.000 -9.601 0.744 -4.557 
11 1 1 0.000 8.277 3.186 -12.046 
12 1 1 0.000 8.466 5.618 13.808 
13 1 1 0.000 -11.540 2.705 6.982 
14 1 1 0.000 -12.745 -6.800 4.676 
15 1 1 0.000 -13.014 8.783 9.800 
16 1 1 0.000 11.973 -5.963 10.735 
17 1 1 0.000 -10.269 2.593 -0.563 
18 1 1 0.000 11.884 -0.825 -10.134 
19 1 1 0.000 -10.013 13.115 -2.633 
20 1 1 0.000 -0.894 -14.022 10.522 
