# LAMMPS data file 

70 atoms
2 atom types

-15.000 15.000 xlo xhi
-15.000 15.000 ylo yhi
-15.000 15.000 zlo zhi

Atoms

1 1 1 0.000 -6.122 0.961 -2.642 
2 1 1 0.000 -4.046 -8.287 13.048 
3 1 1 0.000 -10.172 11.632 -3.926 
4 1 1 0.000 -12.782 3.456 -14.815 
5 1 1 0.000 12.382 2.197 10.429 
6 1 1 0.000 8.336 9.892 -11.687 
7 1 1 0.000 -10.232 3.547 6.335 
8 1 1 0.000 9.952 -5.136 -8.463 
9 1 1 0.000 13.407 14.668 -9.559 
10 1 1 0.000 -14.110 -10.730 -11.951 
11 1 2 0.000 -14.523 -9.149 -5.702 
12 1 2 0.000 -14.327 -3.856 -7.510 
13 1 2 0.000 4.578 -9.626 -10.514 
14 1 2 0.000 -9.531 13.394 2.815 
15 1 2 0.000 5.386 -10.295 -8.053 
16 1 2 0.000 12.529 7.842 -4.758 
17 1 2 0.000 13.471 -11.209 14.083 
18 1 2 0.000 4.616 6.778 -4.730 
19 1 2 0.000 -13.785 -12.386 1.974 
20 1 2 0.000 -0.548 -14.552 -12.110 
21 1 2 0.000 -1.601 0.818 3.597 
22 1 2 0.000 -13.076 -3.101 11.010 
23 1 2 0.000 -13.070 -2.119 -13.383 
24 1 2 0.000 6.489 13.999 -6.732 
25 1 2 0.000 11.176 1.018 4.795 
26 1 2 0.000 -6.623 -3.958 -7.618 
27 1 2 0.000 -3.261 11.955 -14.691 
28 1 2 0.000 5.103 11.350 -9.003 
29 1 2 0.000 -1.562 10.390 -6.008 
30 1 2 0.000 -14.508 -4.732 -0.025 
31 1 2 0.000 12.765 4.570 -6.114 
32 1 2 0.000 -13.265 -6.324 6.263 
33 1 2 0.000 -8.630 5.716 1.455 
34 1 2 0.000 -4.332 11.054 -1.620 
35 1 2 0.000 2.512 12.519 -4.118 
36 1 2 0.000 5.489 -9.910 -4.158 
37 1 2 0.000 -4.112 -7.816 -6.144 
38 1 2 0.000 -4.345 -14.683 4.658 
39 1 2 0.000 -3.087 5.791 -8.252 
40 1 2 0.000 -14.886 12.629 14.790 
41 1 2 0.000 8.422 9.871 -8.945 
42 1 2 0.000 -7.394 10.965 -1.507 
43 1 2 0.000 1.235 -9.008 -10.191 
44 1 2 0.000 -4.927 -3.878 -1.212 
45 1 2 0.000 -6.474 -11.329 1.585 
46 1 2 0.000 -13.668 -1.146 -12.118 
47 1 2 0.000 9.621 14.090 8.766 
48 1 2 0.000 -3.181 1.240 -14.491 
49 1 2 0.000 -11.188 -10.514 13.664 
50 1 2 0.000 8.944 -6.322 -7.753 
51 1 2 0.000 4.939 -9.089 0.312 
52 1 2 0.000 12.602 -2.657 -5.454 
53 1 2 0.000 -14.333 -8.374 -5.907 
54 1 2 0.000 -14.148 -0.034 -9.206 
55 1 2 0.000 -8.143 -7.979 -0.590 
56 1 2 0.000 11.402 -2.664 -7.502 
57 1 2 0.000 1.239 4.627 4.026 
58 1 2 0.000 -1.511 -3.754 11.987 
59 1 2 0.000 13.359 0.908 -8.474 
60 1 2 0.000 -10.810 1.981 -6.335 
61 1 2 0.000 4.443 10.884 6.209 
62 1 2 0.000 -12.437 11.682 -12.066 
63 1 2 0.000 -4.725 2.452 -3.760 
64 1 2 0.000 8.119 -6.110 4.207 
65 1 2 0.000 -10.369 -5.885 7.259 
66 1 2 0.000 -0.603 -4.353 -5.783 
67 1 2 0.000 9.513 13.079 -11.526 
68 1 2 0.000 -2.331 -12.577 -0.427 
69 1 2 0.000 -6.463 -9.263 14.131 
70 1 2 0.000 -11.896 -4.387 10.104 
