# LAMMPS-compatible data file

200 atoms
2 atom types

-12.500000 12.500000 xlo xhi
-12.500000 12.500000 ylo yhi
-12.500000 12.500000 zlo zhi

Masses

1 12.000000
2 28.000000

Atoms

1 1 -8.598040 1.923468 10.899510 0 0 0
2 1 -7.615236 9.627097 -2.698835 0 0 0
3 1 -1.576916 3.475082 10.446468 0 0 0
4 1 -11.787015 -10.545865 1.601488 0 0 0
5 1 -7.512723 -4.450181 6.949052 0 0 0
6 1 -10.685021 -3.919021 -9.531182 0 0 0
7 1 5.956917 12.228157 -3.476687 0 0 0
8 1 1.336319 -0.928715 7.332915 0 0 0
9 1 -2.533607 -3.932543 -9.725617 0 0 0
10 1 -9.206965 3.290351 6.869473 0 0 0
11 1 5.471657 1.371091 10.929172 0 0 0
12 1 2.941037 5.925110 -11.222901 0 0 0
13 1 -0.615661 -3.372785 4.931644 0 0 0
14 1 -5.049670 -10.326717 -11.149217 0 0 0
15 1 12.230785 6.621695 0.776734 0 0 0
16 2 8.550482 -5.362816 2.131996 0 0 0
17 1 -10.711864 11.302495 -0.830921 0 0 0
18 1 -3.495172 5.032249 -4.201517 0 0 0
19 1 -3.232898 -5.272378 1.855421 0 0 0
20 1 9.108664 -0.641979 -3.772308 0 0 0
21 2 -8.982435 0.925503 7.075681 0 0 0
22 1 -4.065233 7.782048 0.128043 0 0 0
23 1 3.731953 3.773781 -9.209450 0 0 0
24 1 -3.819444 9.455955 -3.404582 0 0 0
25 1 5.399164 6.890964 -11.316002 0 0 0
26 1 8.799801 -6.806647 9.482479 0 0 0
27 1 1.381206 3.297972 -7.608246 0 0 0
28 1 -3.938496 8.146751 -10.259044 0 0 0
29 1 -11.116179 -5.839412 -5.576718 0 0 0
30 2 11.488067 -8.462358 11.321395 0 0 0
31 2 -6.533745 10.368641 -1.224981 0 0 0
32 1 -2.828467 -2.402044 0.682945 0 0 0
33 1 4.396194 -10.367642 8.186722 0 0 0
34 1 -0.628633 0.069214 -11.521854 0 0 0
35 1 9.590713 4.825833 3.458416 0 0 0
36 1 -2.788208 8.192296 -7.457550 0 0 0
37 1 -4.306883 5.305954 1.588552 0 0 0
38 1 0.460566 -11.346135 8.009085 0 0 0
