# LAMMPS data file 

20 atoms
1 atom types

-15.000 15.000 xlo xhi
-15.000 15.000 ylo yhi
-15.000 15.000 zlo zhi

Atoms

1 1 1 0.000 1.115 7.476 -5.684 
2 1 1 0.000 -12.725 -12.990 0.727 
3 1 1 0.000 -2.436 -2.927 -12.068 
4 1 1 0.000 -7.024 0.544 -0.861 
5 1 1 0.000 -8.227 2.564 6.119 
6 1 1 0.000 -12.055 -9.643 0.275 
7 1 1 0.000 10.819 2.850 2.586 
8 1 1 0.000 -14.296 -13.614 -13.369 
9 1 1 0.000 -3.211 8.188 11.838 
10 1 1 0.000 -7.048 -10.544 -5.649 
11 1 1 0.000 -5.405 5.603 -8.446 
12 1 1 0.000 2.966 -0.646 -1.993 
13 1 1 0.000 8.689 -8.828 -3.559 
14 1 1 0.000 4.333 -2.434 5.183 
15 1 1 0.000 -12.386 -4.621 -14.974 
16 1 1 0.000 -1.786 -9.199 -3.319 
17 1 1 0.000 8.883 11.136 11.566 
18 1 1 0.000 10.982 0.396 8.842 
19 1 1 0.000 5.759 -13.677 2.690 
20 1 1 0.000 -10.102 -0.619 0.974 
